Date,Time,Transaction Details,Transaction ID,UTR No,Type,Amount,Category,Year,Month
"Mar 20, 2025",11:59 AM,Paid to Amazon Bill Pay,APL0195b23da4ccbf60431a143441584538,507961055459,Debit,69.0,Shopping & E-Commerce,2025,2025-03
"Mar 21, 2025",05:07 PM,Paid to HB37,T2503211707011583530527,405736319543,Debit,350.0,Personal Transfers,2025,2025-03
"Mar 21, 2025",05:23 PM,Paid to MITHILA TIME OPTICAL,AC222503211723301163649045,262164144192,Debit,500.0,Personal Care,2025,2025-03
"Mar 21, 2025",05:34 PM,Paid to SHREE KRISHNA MOBILE ACCESSORIES,AC222503211734456917620656,935066074792,Debit,90.0,Personal Transfers,2025,2025-03
"Mar 21, 2025",08:21 PM,Paid to KUMAR ENTERPRISES,AC222503212020539706303689,64132478806,Debit,600.0,Personal Transfers,2025,2025-03
"Mar 21, 2025",09:03 PM,Paid to SHYAM BABU,T2503212103356827175937,471653003151,Debit,80.0,Personal Transfers,2025,2025-03
"Mar 22, 2025",08:42 PM,Paid to DEEPAK KUMAR BHUWAINYA,T2503222042463469998076,28520147106,Debit,249.0,Personal Transfers,2025,2025-03
"Mar 22, 2025",09:29 PM,Paid to KRISHNA ROUT,T2503222129254908959682,615348804681,Debit,40.0,Personal Transfers,2025,2025-03
"Mar 22, 2025",09:31 PM,Paid to HARI PRASAD ICECREAM,T2503222130529776198040,312992006927,Debit,15.0,Personal Transfers,2025,2025-03
"Mar 24, 2025",01:50 PM,Paid to LITTI HUT,T2503241350324045699473,997644703586,Debit,40.0,Personal Transfers,2025,2025-03
"Mar 24, 2025",05:18 PM,Paid to Ankit Kumar,T2503241718103430801273,836632414603,Debit,1200.0,Personal Transfers,2025,2025-03
"Mar 24, 2025",06:47 PM,Paid to RAJ FRUITS SHOP,AC222503241847493309126937,280895669732,Debit,30.0,Groceries & Essentials,2025,2025-03
"Mar 24, 2025",07:12 PM,Paid to MITHILA TIME OPTICAL,AC222503241912559098418611,555084147182,Debit,500.0,Personal Care,2025,2025-03
"Mar 25, 2025",07:34 PM,Paid to MANOHAR KUMAR,T2503251934062044599094,513822841678,Debit,20.0,Personal Transfers,2025,2025-03
"Mar 25, 2025",08:16 PM,Paid to KUMAR ENTERPRISES,AC222503252016148442984746,967937949612,Debit,300.0,Personal Transfers,2025,2025-03
"Mar 25, 2025",08:25 PM,Paid to KUMAR ENTERPRISES,AC222503252025003893889932,891434891309,Debit,120.0,Personal Transfers,2025,2025-03
"Mar 25, 2025",08:38 PM,Paid to YASH ANAND FUEL SERVICE,T2503252038328205060006,657330763614,Debit,100.0,Transport & Fuel,2025,2025-03
"Mar 26, 2025",01:23 PM,Paid to Jio Prepaid Recharges,T2503261322246990144644,600815249348,Debit,69.0,Mobile Recharge,2025,2025-03
"Mar 27, 2025",07:53 PM,Paid to PINTU KUMAR,T2503271953069222502243,129818331419,Debit,30.0,Personal Transfers,2025,2025-03
"Mar 28, 2025",12:29 PM,Paid to MITHILA TIME OPTICAL,AC222503281229113370622232,153688963133,Debit,700.0,Personal Care,2025,2025-03
"Mar 28, 2025",12:33 PM,Paid to Dainik Bachat Bazar,AC222503281233264930594884,391498421707,Debit,36.0,Personal Transfers,2025,2025-03
"Mar 28, 2025",12:38 PM,Paid to DEVRAJ JUICE BHANDAR,AC222503281238201576751762,729271852732,Debit,240.0,Food & Dining,2025,2025-03
"Mar 30, 2025",07:09 PM,Paid to BMTC BUS KA01F9369,T2503301909059027172763,84632539698,Debit,12.0,Transport & Fuel,2025,2025-03
"Apr 02, 2025",09:02 AM,Paid to BMTC BUS KA57F3409,T2504020901596461678826,9802620034,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 02, 2025",04:07 PM,Paid to VIMALESH KUMAR,T2504021606540724911876,194841053125,Debit,60.0,Personal Transfers,2025,2025-04
"Apr 03, 2025",09:00 AM,Paid to BMTC BUS KA57F3132,T2504030900448410822378,623471078225,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 03, 2025",05:20 PM,Paid to VIMALESH KUMAR,T2504031720349968677217,42297758637,Debit,30.0,Personal Transfers,2025,2025-04
"Apr 03, 2025",06:44 PM,Paid to BMTC BUS KA57F6024,T2504031843577161033596,723811698881,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 04, 2025",01:19 PM,Paid to NAGARAJ SHETTY,T2504041319248128633038,207686276870,Debit,45.0,Personal Transfers,2025,2025-04
"Apr 05, 2025",07:35 PM,Paid to Aruna,T2504051935220406035672,995577602714,Debit,5500.0,Personal Transfers,2025,2025-04
"Apr 06, 2025",05:09 PM,Paid to Jio Prepaid Recharges,T2504061709491374892268,258467949803,Debit,448.0,Mobile Recharge,2025,2025-04
"Apr 06, 2025",05:15 PM,Paid to Jio Prepaid Recharges,T2504061715196341925465,838575725722,Debit,100.0,Mobile Recharge,2025,2025-04
"Apr 06, 2025",09:01 PM,Paid to SAIBAL MANDAL,T2504062101422470033517,111586724065,Debit,290.0,Personal Transfers,2025,2025-04
"Apr 07, 2025",08:57 AM,Paid to BMTC BUS KA57F3469,T2504070857169592774352,477325140834,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 07, 2025",07:28 PM,Paid to Sushil Pan Shop,AC222504071928006371431308,674786261900,Debit,12.0,Groceries & Essentials,2025,2025-04
"Apr 07, 2025",10:19 PM,Paid to RAMESH BABU S,T2504072219518646553738,199647679461,Debit,40.0,Personal Transfers,2025,2025-04
"Apr 08, 2025",04:43 PM,Paid to VIMALESH KUMAR,T2504081643269603209105,121063790482,Debit,60.0,Personal Transfers,2025,2025-04
"Apr 08, 2025",06:33 PM,Paid to BMTC BUS KA51AJ6182,T2504081833552177179825,10714344655,Debit,24.0,Transport & Fuel,2025,2025-04
"Apr 09, 2025",09:02 AM,Paid to BMTC BUS KA57F3132,T2504090902311207397555,599844246694,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 09, 2025",11:07 AM,Paid to RICHMOND SOFT DRINKS,AC222504091107493611875378,297637272688,Debit,36.0,Food & Dining,2025,2025-04
"Apr 09, 2025",01:38 PM,Paid to Abdul Aziz,T2504091338147252495222,707018090125,Debit,170.0,Personal Transfers,2025,2025-04
"Apr 09, 2025",04:14 PM,Paid to VIMALESH KUMAR,T2504091614356948613086,146662410828,Debit,60.0,Personal Transfers,2025,2025-04
"Apr 09, 2025",06:25 PM,Paid to BMTC BUS KA57F6024,T2504091825121202080968,106437668504,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 10, 2025",06:42 PM,Paid to Sushil Pan Shop,AC222504101842309722581594,877711072631,Debit,22.0,Groceries & Essentials,2025,2025-04
"Apr 10, 2025",10:14 PM,Paid to purti jain,T2504102214385585882448,647016173052,Debit,2000.0,Personal Transfers,2025,2025-04
"Apr 11, 2025",01:41 PM,Paid to Shaadi ki biryani,AC222504111341415063072365,571008546920,Debit,100.0,Food & Dining,2025,2025-04
"Apr 11, 2025",06:50 PM,Paid to y v tea shop,T2504111849499768250081,266510289820,Debit,10.0,Food & Dining,2025,2025-04
"Apr 12, 2025",01:19 AM,Paid to Empire Restaurant - Koramangala,T2504120119175925853901,435388854666,Debit,95.0,Food & Dining,2025,2025-04
"Apr 13, 2025",10:36 AM,Paid to NIELIT BILLDESK,T2504131036247252324724,280989039613,Debit,800.0,Personal Transfers,2025,2025-04
"Apr 14, 2025",09:00 AM,Paid to y v tea shop,T2504140900272442503654,240235721785,Debit,6.0,Food & Dining,2025,2025-04
"Apr 14, 2025",09:04 AM,Paid to BMTC BUS KA57F3008,T2504140904369108993990,875028240467,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 14, 2025",01:25 PM,Paid to Shaadi ki biryani,AC222504141325200123886730,655703071176,Debit,130.0,Food & Dining,2025,2025-04
"Apr 14, 2025",06:43 PM,Paid to DINESHPRASAD RAMVRUKSH KHARWAR,T2504141843059297010641,147650876367,Debit,30.0,Personal Transfers,2025,2025-04
"Apr 15, 2025",09:03 AM,Paid to BMTC BUS KA51AJ6386,T2504150903514299790482,419253404163,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 15, 2025",01:35 PM,Paid to Abdul Aziz,T2504151335531694099320,91152445773,Debit,60.0,Personal Transfers,2025,2025-04
"Apr 15, 2025",06:37 PM,Paid to BMTC BUS KA57F3132,T2504151837414572413820,157397769574,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 16, 2025",09:14 AM,Paid to BMTC BUS KA57F3132,T2504160914471226577791,718944485818,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 17, 2025",09:30 AM,Paid to BMTC BUS KA57F3409,T2504170929519399601209,961257296484,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 17, 2025",01:45 PM,Paid to Gaythri Hotel,AC222504171345294910371983,311059258721,Debit,55.0,Food & Dining,2025,2025-04
"Apr 17, 2025",06:27 PM,Paid to BMTC BUS KA51AJ6208,T2504171827484674646334,280985060651,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 18, 2025",11:34 AM,Paid to Abdul Aziz,T2504181134144070288130,269446209636,Debit,2500.0,Personal Transfers,2025,2025-04
"Apr 18, 2025",01:40 PM,Paid to NANDHAKUMAR B,T2504181340281448582765,150620981163,Debit,380.0,Personal Transfers,2025,2025-04
"Apr 18, 2025",06:45 PM,Paid to Manjunath,T2504181845287809601793,797555818263,Debit,20.0,Personal Transfers,2025,2025-04
"Apr 19, 2025",11:11 AM,Paid to RENJITH M R,T2504191111022082681919,258078212616,Debit,1000.0,Personal Transfers,2025,2025-04
"Apr 20, 2025",02:35 PM,Paid to purti jain,T2504201435273541496770,943773020167,Debit,2000.0,Personal Transfers,2025,2025-04
"Apr 21, 2025",08:04 PM,Paid to Mangalore fresh,AC222504212004405573609485,41446872703,Debit,134.0,Groceries & Essentials,2025,2025-04
"Apr 22, 2025",09:15 AM,Paid to BMTC BUS KA57F4241,T2504220915007703699177,583816908682,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 22, 2025",01:34 PM,Paid to Abdul Aziz,T2504221334431461380522,817612560279,Debit,60.0,Personal Transfers,2025,2025-04
"Apr 23, 2025",09:06 AM,Paid to BMTC BUS KA57F2788,T2504230906334602348009,2468451866,Debit,12.0,Transport & Fuel,2025,2025-04
"Apr 23, 2025",06:26 PM,Paid to BMTC BUS KA57F6024,T2504231826193735403262,943963190850,Debit,18.0,Transport & Fuel,2025,2025-04
"Apr 24, 2025",09:10 AM,Paid to BMTC BUS KA51AJ6385,T2504240910182123919507,987833123583,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 24, 2025",11:02 AM,Paid to Abdul Aziz,T2504241102354241773951,393664198418,Debit,800.0,Personal Transfers,2025,2025-04
"Apr 24, 2025",04:34 PM,Paid to Royal Mart Supermarket-Richmond Town C4,T2504241634042210903086,857445945107,Debit,23.0,Groceries & Essentials,2025,2025-04
"Apr 24, 2025",06:52 PM,Paid to BAKELAND BAKERY AND SWEETS,T2504241852207598475891,977208543723,Debit,100.0,Food & Dining,2025,2025-04
"Apr 25, 2025",09:05 AM,Paid to BMTC BUS KA57F1023,T2504250905148231226957,524638669009,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 25, 2025",02:10 PM,Paid to Pradeep Kumar Patnaik,T2504251410028810050895,813856218410,Debit,175.0,Personal Transfers,2025,2025-04
"Apr 25, 2025",07:21 PM,Paid to Mangalore fresh,AC222504251921202928532416,701599455209,Debit,90.0,Groceries & Essentials,2025,2025-04
"Apr 25, 2025",10:59 PM,Paid,OMO2504252258577437941531,467115591261,Debit,309.0,Personal Transfers,2025,2025-04
"Apr 26, 2025",09:19 AM,Paid to Google Play,OLEX2504260919140245416242,550549651165,Debit,2.0,Subscriptions & Digital,2025,2025-04
"Apr 26, 2025",11:02 AM,Paid to NAGARAJU HODEKEKATTA BOJEGOWDA,T2504261102185308951489,999316885285,Debit,20.0,Personal Transfers,2025,2025-04
"Apr 28, 2025",09:11 AM,Paid to BMTC BUS KA01F9394,T2504280911187060826278,911768454493,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 28, 2025",01:30 PM,Paid to Shaadi ki biryani,AC222504281330096420449911,382503449799,Debit,80.0,Food & Dining,2025,2025-04
"Apr 28, 2025",04:36 PM,Paid to VIMALESH KUMAR,T2504281636136390246530,664996498314,Debit,30.0,Personal Transfers,2025,2025-04
"Apr 29, 2025",09:08 AM,Paid to BMTC BUS KA57F2788,T2504290908171653227597,721134875099,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 29, 2025",01:30 PM,Paid to Abdul Aziz,T2504291329563218974575,996827197568,Debit,200.0,Personal Transfers,2025,2025-04
"Apr 29, 2025",06:18 PM,Paid to BMTC BUS KA01F9427,T2504291817597522792848,965322878300,Debit,24.0,Transport & Fuel,2025,2025-04
"Apr 30, 2025",09:29 AM,Paid to BMTC BUS KA57F2788,T2504300929063869622523,621694089526,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 30, 2025",01:48 PM,Paid to Royal Mart Supermarket-Richmond Town C4,AT0220222504301348538418659520,309708233230,Debit,205.0,Groceries & Essentials,2025,2025-04
"Apr 30, 2025",06:30 PM,Paid to BMTC BUS KA57F3132,T2504301830505138859376,407367203841,Debit,6.0,Transport & Fuel,2025,2025-04
"Apr 30, 2025",10:19 PM,Paid to Abdul Aziz,T2504302219260186314024,608890646659,Debit,97.0,Personal Transfers,2025,2025-04
"May 01, 2025",12:12 PM,Paid to MORNING STAR BOMBAY SALOON,T2505011212311091059990,709909997408,Debit,120.0,Food & Dining,2025,2025-05
"May 02, 2025",06:45 PM,Paid to Sri Lakshmi Venkateshwara Traders,T2505021845214471288184,946510606649,Debit,33.0,Groceries & Essentials,2025,2025-05
"May 02, 2025",06:47 PM,Paid to Narayanaswamy,AC222505021847410577112346,850064875473,Debit,65.0,Personal Transfers,2025,2025-05
"May 03, 2025",02:33 PM,Paid to ANISH GIRI,T2505031433367214687517,515456528444,Debit,80.0,Personal Transfers,2025,2025-05
"May 04, 2025",07:17 PM,Paid to VARA LAKSHMI B,T2505041917060666698488,183627785531,Debit,20.0,Personal Transfers,2025,2025-05
"May 05, 2025",07:48 PM,Paid to BMTC BUS KA51AK1278,T2505051948264924144736,808717700787,Debit,6.0,Transport & Fuel,2025,2025-05
"May 06, 2025",08:48 AM,Paid to BMTC BUS KA57F0477,T2505060848424047186585,782840067602,Debit,6.0,Transport & Fuel,2025,2025-05
"May 06, 2025",01:29 PM,Paid to Abdul Aziz,T2505061329137231954404,881922973973,Debit,40.0,Personal Transfers,2025,2025-05
"May 06, 2025",07:21 PM,Paid to BMTC BUS KA57F0398,T2505061921544025410345,943769588187,Debit,6.0,Transport & Fuel,2025,2025-05
"May 06, 2025",11:07 PM,Paid to SRI NANJUNDESHWARA AGENCIES,T2505062307114249693404,777130168185,Debit,18.0,Personal Transfers,2025,2025-05
"May 07, 2025",10:04 AM,Paid to kalluri mallikarjuna,T2505071003589625270808,280787191365,Debit,7000.0,Personal Transfers,2025,2025-05
"May 07, 2025",10:14 AM,Paid to kalluri mallikarjuna,T2505071014168551122403,866937216455,Debit,7000.0,Personal Transfers,2025,2025-05
"May 07, 2025",10:58 AM,Paid to Kalidasan Fruits,T2505071058532197373546,998767951577,Debit,40.0,Groceries & Essentials,2025,2025-05
"May 08, 2025",08:56 AM,Paid to BMTC BUS KA57F6024,T2505080856004057921397,708040762645,Debit,6.0,Transport & Fuel,2025,2025-05
"May 08, 2025",01:27 PM,Paid to Shaadi ki biryani,AC222505081327025173826358,779065712185,Debit,140.0,Food & Dining,2025,2025-05
"May 08, 2025",07:50 PM,Paid to BMTC BUS KA57F3459,T2505081950261325429628,964591725400,Debit,12.0,Transport & Fuel,2025,2025-05
"May 09, 2025",08:46 AM,Paid to SRI DURGA PARMESHWARI CONDIMENTS,AC222505090846368320490359,321914429816,Debit,20.0,Groceries & Essentials,2025,2025-05
"May 09, 2025",11:00 AM,Paid to Kalidasan T,AC222505091100263819612548,547258568975,Debit,40.0,Personal Transfers,2025,2025-05
"May 09, 2025",01:18 PM,Paid to ANISH GIRI,T2505091318401720536192,476053253206,Debit,45.0,Personal Transfers,2025,2025-05
"May 09, 2025",06:37 PM,Paid to BMTC BUS KA01F9413,T2505091837035239701564,150692493885,Debit,6.0,Transport & Fuel,2025,2025-05
"May 10, 2025",11:59 AM,Paid to Zepto,T2505101159253179122999,339435534561,Debit,58.99,Shopping & E-Commerce,2025,2025-05
"May 10, 2025",07:07 PM,Paid to y v tea shop,T2505101907421441382223,353387478018,Debit,20.0,Food & Dining,2025,2025-05
"May 12, 2025",09:07 AM,Paid to BMTC BUS KA57F6024,T2505120906557053758201,682055695638,Debit,6.0,Transport & Fuel,2025,2025-05
"May 12, 2025",09:21 AM,Paid to Fatima medicals,T2505120921328577452297,431750229891,Debit,10.0,Medical & Health,2025,2025-05
"May 12, 2025",01:24 PM,Paid to SAGAYA RAJ,AC232505121324370465096789,591055664139,Debit,60.0,Groceries & Essentials,2025,2025-05
"May 12, 2025",04:58 PM,Paid to CHANDAN COCONUT SHOP,AC232505121658310032797760,542599418040,Debit,30.0,Groceries & Essentials,2025,2025-05
"May 13, 2025",09:47 AM,Paid to BMTC BUS KA57F1121,T2505130947035977298645,668959463422,Debit,6.0,Transport & Fuel,2025,2025-05
"May 13, 2025",06:35 PM,Paid to BMTC BUS KA51AK0644,T2505131835381787949906,117447959738,Debit,12.0,Transport & Fuel,2025,2025-05
"May 14, 2025",09:03 AM,Paid to BMTC BUS KA51AJ6385,T2505140903218165636803,131139390867,Debit,1.0,Transport & Fuel,2025,2025-05
"May 14, 2025",04:54 PM,Paid to VIMALESH KUMAR,T2505141654268329788504,12563225597,Debit,60.0,Personal Transfers,2025,2025-05
"May 15, 2025",09:00 AM,Paid to BMTC BUS KA57F3132,T2505150900438735291701,796952718582,Debit,6.0,Transport & Fuel,2025,2025-05
"May 15, 2025",04:08 PM,Paid to KALIDASAN P,T2505151608237644970306,359906716381,Debit,40.0,Personal Transfers,2025,2025-05
"May 16, 2025",09:03 AM,Paid to BMTC BUS KA57F3409,T2505160903228963445496,118490816860,Debit,6.0,Transport & Fuel,2025,2025-05
"May 17, 2025",04:45 PM,Paid to STAR BAZAAR,T2505171645056574281500,384883011123,Debit,927.0,Groceries & Essentials,2025,2025-05
"May 17, 2025",05:14 PM,Paid to BMTC BUS KA51AJ6383,T2505171713568008831066,548590585287,Debit,36.0,Transport & Fuel,2025,2025-05
"May 19, 2025",11:50 AM,Paid to KALIDASAN P,T2505191150172087882835,386838243932,Debit,40.0,Personal Transfers,2025,2025-05
"May 19, 2025",01:44 PM,Paid to Shaadi ki biryani,AC232505191344359461534371,436977415484,Debit,100.0,Food & Dining,2025,2025-05
"May 19, 2025",08:31 PM,Paid to K1 MOMOS,AC232505192031092071842428,174371521401,Debit,60.0,Food & Dining,2025,2025-05
"May 20, 2025",11:09 AM,Paid to Gulshad.A,T2505201109026737490898,291858384826,Debit,20.0,Personal Transfers,2025,2025-05
"May 20, 2025",07:35 PM,Paid to BMTC BUS KA57F5742,T2505201935013945221552,577834388313,Debit,6.0,Transport & Fuel,2025,2025-05
"May 20, 2025",07:51 PM,Paid to Afnan fruits shop,AC232505201951142734050565,950252888935,Debit,20.0,Groceries & Essentials,2025,2025-05
"May 21, 2025",09:07 AM,Paid to BMTC BUS KA51AJ7206,T2505210907304822335918,709109570330,Debit,6.0,Transport & Fuel,2025,2025-05
"May 21, 2025",01:33 PM,Paid to Shaadi ki biryani,AC232505211333078756706995,276965167577,Debit,40.0,Food & Dining,2025,2025-05
"May 21, 2025",01:34 PM,Paid to SAGAYA RAJ,AC232505211334045545644732,109589120364,Debit,15.0,Groceries & Essentials,2025,2025-05
"May 22, 2025",09:05 AM,Paid to BMTC BUS KA51AJ6385,T2505220905121446951932,31464622614,Debit,6.0,Transport & Fuel,2025,2025-05
"May 22, 2025",01:30 PM,Paid to Shaadi ki biryani,AC232505221330038045215771,657537018266,Debit,140.0,Food & Dining,2025,2025-05
"May 22, 2025",06:41 PM,Paid to BMTC BUS KA57F0477,T2505221841493922133508,320560190904,Debit,6.0,Transport & Fuel,2025,2025-05
"May 22, 2025",06:56 PM,Paid to y v tea shop,T2505221856266647889896,655534040791,Debit,17.0,Food & Dining,2025,2025-05
"May 23, 2025",01:24 PM,Paid to Shaadi ki biryani,AC232505231324537845096413,223207378030,Debit,100.0,Food & Dining,2025,2025-05
"May 23, 2025",10:50 PM,Paid to Sudarshan stores,AC232505232250325355215991,888809883962,Debit,20.0,Personal Transfers,2025,2025-05
"May 25, 2025",10:18 AM,Paid to VARA LAKSHMI B,T2505251018171298432051,99950434351,Debit,10.0,Personal Transfers,2025,2025-05
"May 25, 2025",10:24 AM,Paid to NEW UDUPI GRAND,T2505251024442477236749,925582961153,Debit,85.0,Personal Transfers,2025,2025-05
"May 25, 2025",06:56 PM,Paid to Zudio Koramangla Z017,T2505251856234468906773,804613280407,Debit,709.0,Shopping & E-Commerce,2025,2025-05
"May 25, 2025",07:11 PM,Paid to Manglore fresh,AC232505251911237415096500,686152774808,Debit,186.0,Groceries & Essentials,2025,2025-05
"May 26, 2025",10:03 AM,Paid to BMTC BUS KA57F3399,T2505261003351863199771,354147671246,Debit,6.0,Transport & Fuel,2025,2025-05
"May 26, 2025",01:30 PM,Paid to Shaadi ki biryani,AC232505261330008856618448,376737223986,Debit,80.0,Food & Dining,2025,2025-05
"May 26, 2025",07:09 PM,Paid to DINESHPRASAD RAMVRUKSH KHARWAR,T2505261909264283235447,620217094685,Debit,30.0,Personal Transfers,2025,2025-05
"May 26, 2025",07:17 PM,Paid to BMTC BUS KA57F1069,T2505261917068174766591,908769962122,Debit,12.0,Transport & Fuel,2025,2025-05
"May 27, 2025",09:30 AM,Paid to BMTC BUS KA57F0477,T2505270930204216739793,140801007606,Debit,6.0,Transport & Fuel,2025,2025-05
"May 27, 2025",01:25 PM,Paid to Shaadi ki biryani,AC232505271325360203561426,798329248164,Debit,180.0,Food & Dining,2025,2025-05
"May 28, 2025",09:27 AM,Paid to BMTC BUS KA57F6024,T2505280927273587716305,724069983125,Debit,6.0,Transport & Fuel,2025,2025-05
"May 28, 2025",06:35 PM,Paid to BMTC BUS KA57F6024,T2505281835056529798620,539378582418,Debit,18.0,Transport & Fuel,2025,2025-05
"May 29, 2025",09:08 AM,Paid to Sushil Kumar,T2505290907564400358373,491535031290,Debit,6.0,Personal Transfers,2025,2025-05
"May 29, 2025",09:53 AM,Paid to BMTC BUS KA57F5853,T2505290953481805935844,930003560199,Debit,6.0,Transport & Fuel,2025,2025-05
"May 29, 2025",01:23 PM,Paid to SAGAYA RAJ,AC232505291323316505644170,615111660449,Debit,60.0,Groceries & Essentials,2025,2025-05
"May 29, 2025",03:02 PM,Paid to BMTC BUS KA51AJ6185,T2505291502532895813071,683879199612,Debit,6.0,Transport & Fuel,2025,2025-05
"May 30, 2025",08:48 AM,Paid to Valli fruit and vegetables,AC232505300848275447300483,629412491179,Debit,6.0,Groceries & Essentials,2025,2025-05
"May 30, 2025",01:33 PM,Paid to Shaadi ki biryani,AC232505301333183253561192,357005546573,Debit,100.0,Food & Dining,2025,2025-05
"May 30, 2025",10:50 PM,Paid to ASLAM R,T2505302250390919344000,1001066232,Debit,20.0,Personal Transfers,2025,2025-05
"May 31, 2025",03:38 AM,Paid to Yogesha H K,AC232505310338103244050106,514079154674,Debit,13.0,Personal Transfers,2025,2025-05
"May 31, 2025",06:07 AM,Paid to BMTC BUS KA57F1023,T2505310607546498822515,569043637863,Debit,12.0,Transport & Fuel,2025,2025-05
"May 31, 2025",07:01 AM,Paid to BMTC BUS KA51AJ6386,T2505310701021922835045,651030372282,Debit,12.0,Transport & Fuel,2025,2025-05
"Jun 01, 2025",02:32 AM,Paid to VASANTHA KUMAR Y,T2506010232224858069197,253353908228,Debit,10.0,Personal Transfers,2025,2025-06
"Jun 01, 2025",08:13 PM,Paid to BAKELAND BAKERY AND SWEETS,T2506012013035824541646,356632587890,Debit,80.0,Food & Dining,2025,2025-06
"Jun 02, 2025",09:11 AM,Paid to KA57F6575,T2506020911501049620527,856484341890,Debit,6.0,Personal Transfers,2025,2025-06
"Jun 02, 2025",04:52 PM,Paid to VIMALESH KUMAR,T2506021652330175524875,939275617410,Debit,60.0,Personal Transfers,2025,2025-06
"Jun 02, 2025",09:38 PM,Paid to MAYUR CONDIMENTS,AC232506022138515756263253,438533693453,Debit,10.0,Groceries & Essentials,2025,2025-06
"Jun 03, 2025",09:10 AM,Paid to BMTC BUS KA57F3399,T2506030910029431140838,269694428516,Debit,6.0,Transport & Fuel,2025,2025-06
"Jun 03, 2025",01:32 PM,Paid to SAGAYA RAJ,AC232506031332323505219484,588527685245,Debit,30.0,Groceries & Essentials,2025,2025-06
"Jun 03, 2025",05:22 PM,Paid to KALIDASAN P,T2506031722366056141324,592335333633,Debit,40.0,Personal Transfers,2025,2025-06
"Jun 04, 2025",09:26 AM,Paid to BMTC BUS KA51AJ6385,T2506040926100301776032,311767939899,Debit,6.0,Transport & Fuel,2025,2025-06
"Jun 04, 2025",01:29 PM,Paid to Gulshad.A,T2506041329132644883769,490210647486,Debit,15.0,Personal Transfers,2025,2025-06
"Jun 05, 2025",09:35 AM,Paid to BMTC BUS KA51AJ6385,T2506050935063177527355,196651816098,Debit,6.0,Transport & Fuel,2025,2025-06
"Jun 05, 2025",01:37 PM,Paid to SAGAYA RAJ,AC232506051336565784689742,517889364872,Debit,30.0,Groceries & Essentials,2025,2025-06
"Jun 05, 2025",07:48 PM,Paid to BMTC BUS KA57F3399,T2506051948024528779819,112316335055,Debit,18.0,Transport & Fuel,2025,2025-06
"Jun 05, 2025",10:38 PM,Paid to ASLAM R,T2506052238400129027112,511487181281,Debit,10.0,Personal Transfers,2025,2025-06
"Jun 06, 2025",09:14 AM,Paid to BMTC BUS KA57F2723,T2506060914362948888244,345662539759,Debit,6.0,Transport & Fuel,2025,2025-06
"Jun 06, 2025",08:03 PM,Paid to Aruna,T2506062003192008351248,258576011768,Debit,7000.0,Personal Transfers,2025,2025-06
"Jun 07, 2025",01:11 AM,Paid to Yogesha H K,AC232506070111030254920824,185106225117,Debit,33.0,Personal Transfers,2025,2025-06
"Jun 07, 2025",05:02 AM,Paid to MAYUR CONDIMENTS,AC232506070502052116858013,100956740236,Debit,20.0,Groceries & Essentials,2025,2025-06
"Jun 07, 2025",05:02 AM,Paid to MAYUR CONDIMENTS,AC232506070502335567300162,503729788279,Debit,10.0,Groceries & Essentials,2025,2025-06
"Jun 07, 2025",02:59 PM,Paid to Purti Jain,T2506071458586639269691,46440074003,Debit,1000.0,Personal Transfers,2025,2025-06
"Jun 07, 2025",05:42 PM,Paid to y v tea shop,T2506071742057633210052,297160326722,Debit,30.0,Food & Dining,2025,2025-06
"Jun 07, 2025",09:18 PM,Paid to **\*\***4386,T2506072118135057159740,619219415297,Debit,1000.0,Personal Transfers,2025,2025-06
"Jun 09, 2025",01:24 PM,Paid to Shaadi ki biryani,AC232506091324277029037952,218540570212,Debit,120.0,Food & Dining,2025,2025-06
"Jun 09, 2025",09:51 PM,Paid to DESI VDESI,AC232506092151055395215483,320932492177,Debit,260.0,Personal Transfers,2025,2025-06
"Jun 10, 2025",09:20 AM,Paid to BMTC BUS KA57F2788,T2506100920361920911160,272935983514,Debit,12.0,Transport & Fuel,2025,2025-06
"Jun 10, 2025",01:32 PM,Paid to SAGAYA RAJ,AC232506101331588212661037,469796612983,Debit,30.0,Groceries & Essentials,2025,2025-06
"Jun 10, 2025",05:43 PM,Paid to Abdul Aziz,T2506101742579784421968,425977541873,Debit,290.0,Personal Transfers,2025,2025-06
